id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID001550,12.9841269,77.603277,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1545,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-15 04:48:46+00,,2024-03-15 05:00:20.0452+00,FKDEV00116,FKUSR00117,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,2024-04-01 23:09:06.578059+00,FKN00GL1545,PASSENGER AUTO,approved,2024-04-14 08:21:46.773+00
FKID001551,12.9711084,77.596933,"Grant Road, UB City, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1546,OTHERS,,"[""NO PARKING""]",[113],2023-11-28 06:49:46+00,,2023-11-28 06:52:27.138571+00,FKDEV00371,FKUSR00367,2.0,Cubbon Park,True,BTP063 - Siddalingaiah Circle,,,FKN00GL1546,OTHERS,rejected,2023-12-01 00:32:36.575+00
FKID001552,12.984428,77.6024522,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1547,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 04:58:46+00,,2024-03-15 05:00:23.83465+00,FKDEV00116,FKUSR00117,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,2024-04-01 23:09:06.594801+00,FKN00GL1547,SCOOTER,approved,2024-04-14 07:51:02.25+00
FKID001553,12.984428,77.6024522,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1548,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 04:50:46+00,,2024-03-15 05:00:23.187592+00,FKDEV00116,FKUSR00117,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,2024-04-01 23:09:06.590493+00,FKN00GL1548,SCOOTER,approved,2024-04-14 07:51:02.534+00
FKID001554,12.9974766,77.5477347,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1549,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-15 04:18:46+00,,2024-03-15 05:00:49.354324+00,FKDEV00370,FKUSR00366,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,2024-04-01 23:09:06.636448+00,FKN00GL1549,MOTOR CYCLE,approved,2024-04-15 01:41:06.124+00
FKID001555,12.953512,77.5425984,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL1550,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-29 22:09:46+00,,2023-11-29 22:15:42.859833+00,FKDEV00372,FKUSR00368,26.0,Byatarayanapura,True,BTP096 - Gali Anjaneya Temple,,,FKN00GL1550,MOTOR CYCLE,rejected,2023-12-01 00:32:51.034+00
FKID001556,12.9744371,77.5468493,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1551,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 04:59:46+00,,2024-03-15 05:01:01.501778+00,FKDEV00215,FKUSR00215,30.0,Vijayanagara,True,BTP069 - MC Circle,,2024-04-01 23:10:01.841033+00,FKN00GL1551,SCOOTER,approved,2024-04-14 07:51:03.922+00
FKID001557,12.9744371,77.5468493,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1552,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 04:59:46+00,,2024-03-15 05:00:59.514721+00,FKDEV00215,FKUSR00215,30.0,Vijayanagara,True,BTP069 - MC Circle,,2024-04-01 23:10:01.829038+00,FKN00GL1552,SCOOTER,approved,2024-04-14 08:11:34.543+00
FKID001558,12.9327393,77.6885112,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1553,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-15 04:50:46+00,,2024-03-15 05:01:27.496122+00,FKDEV00373,FKUSR00369,13.0,HAL Old Airport,True,No Junction,,2024-04-01 23:10:01.861514+00,FKN00GL1553,SCOOTER,approved,2024-04-14 07:51:04.486+00
FKID001559,12.9621836,77.5960664,"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1554,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 22:14:46+00,,2023-11-29 22:15:39.146115+00,FKDEV00297,FKUSR00296,8.0,Ashok Nagar,True,"BTP101 - Blood Bank Circle, KH Road",,,FKN00GL1554,SCOOTER,rejected,2023-12-01 00:33:02.475+00
FKID001560,12.9744371,77.5468493,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1555,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 04:59:46+00,,2024-03-15 05:01:00.355269+00,FKDEV00215,FKUSR00215,30.0,Vijayanagara,True,BTP069 - MC Circle,,2024-04-01 23:10:01.837061+00,FKN00GL1555,SCOOTER,approved,2024-04-14 08:01:19.11+00
FKID001561,12.9621836,77.5960664,"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1556,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 22:14:46+00,,2023-11-29 22:15:40.020956+00,FKDEV00297,FKUSR00296,8.0,Ashok Nagar,True,"BTP101 - Blood Bank Circle, KH Road",,,FKN00GL1556,SCOOTER,rejected,2023-12-01 00:33:04.497+00
FKID001562,12.9377369,77.6016764,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL1557,SCOOTER,,"[""NO PARKING""]",[113],2023-12-19 00:14:46+00,,2023-12-19 04:57:25.600753+00,FKDEV00374,FKUSR00370,5.0,Adugodi,True,BTP126 - Dairy Circle,,,FKN00GL1557,SCOOTER,rejected,2023-12-19 23:22:01.567+00
FKID001563,12.9744609,77.5474608,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1558,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 05:01:46+00,,2024-03-15 05:02:46.28074+00,FKDEV00215,FKUSR00215,30.0,Vijayanagara,True,BTP069 - MC Circle,,2024-04-01 23:10:55.941281+00,FKN00GL1558,SCOOTER,approved,2024-04-14 07:56:11.134+00
FKID001564,12.9809474,77.6075414,"Hospital Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1559,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-19 05:51:46+00,,2023-11-19 05:53:39.229544+00,FKDEV00364,FKUSR00360,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1559,SCOOTER,rejected,2023-11-20 23:32:27.512+00
FKID001565,12.9744609,77.5474608,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1560,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-15 05:00:46+00,,2024-03-15 05:02:44.802309+00,FKDEV00215,FKUSR00215,30.0,Vijayanagara,True,BTP069 - MC Circle,,2024-04-01 23:10:55.932427+00,FKN00GL1560,MOTOR CYCLE,approved,2024-04-14 08:06:26.781+00
FKID001566,12.9974786,77.5482506,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1561,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 04:23:46+00,,2024-03-15 05:01:59.02895+00,FKDEV00370,FKUSR00366,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,2024-04-01 23:10:55.883592+00,FKN00GL1561,CAR,approved,2024-04-15 01:41:29.365+00
FKID001567,12.9975115,77.54802,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1562,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 04:23:46+00,,2024-03-15 05:02:01.230764+00,FKDEV00370,FKUSR00366,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,2024-04-01 23:10:55.888046+00,FKN00GL1562,CAR,approved,2024-04-15 01:42:04.138+00
FKID001568,13.0270517,77.5788817,"80 Feet Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL1563,CAR,,"[""NO PARKING""]",[113],2023-11-19 06:10:46+00,,2023-11-19 06:17:26.525997+00,FKDEV00209,FKUSR00209,,Kodigehalli,True,No Junction,,,FKN00GL1563,CAR,approved,2023-11-20 23:08:10.659+00
FKID001569,12.8877839,77.6405122,"2nd Cross Road, Industrial Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL1564,HGV,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-29 21:12:46+00,,2023-11-29 21:49:25.688059+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,True,No Junction,,,FKN00GL1564,HGV,rejected,2023-12-01 00:33:57.626+00
FKID001570,12.8566133,77.5891017,"Bannerghatta Main Road, Hexa Skyline, Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",FKN00GL1565,CAR,,"[""WRONG PARKING""]",[112],2023-11-29 22:19:46+00,,2023-11-29 23:19:35.649174+00,FKDEV00326,FKUSR00325,44.0,Hulimavu,True,No Junction,,,FKN00GL1565,CAR,approved,2023-12-01 00:34:14.539+00
FKID001571,13.0125507,77.5533949,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL1566,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 05:01:46+00,,2024-03-15 05:04:09.297015+00,FKDEV00347,FKUSR00344,19.0,Malleshwaram,True,No Junction,,2024-04-01 23:12:58.373462+00,FKN00GL1566,SCOOTER,approved,2024-04-14 07:51:15.393+00
FKID001572,13.0125353,77.5538086,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL1567,CAR,,"[""NO PARKING""]",[113],2024-03-15 04:59:46+00,,2024-03-15 05:04:08.405612+00,FKDEV00347,FKUSR00344,19.0,Malleshwaram,True,No Junction,,2024-04-01 23:12:58.371067+00,FKN00GL1567,CAR,approved,2024-04-14 07:56:23.115+00
FKID001573,12.9929716,77.5535775,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1568,CAR,,"[""WRONG PARKING""]",[112],2023-11-29 21:31:46+00,,2023-11-29 21:39:25.29051+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL1568,CAR,approved,2023-12-01 00:34:18.892+00
FKID001574,12.962153,77.5958892,"Andree Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1569,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 22:12:46+00,,2023-11-29 22:15:01.69485+00,FKDEV00297,FKUSR00296,8.0,Ashok Nagar,True,"BTP101 - Blood Bank Circle, KH Road",,,FKN00GL1569,SCOOTER,rejected,2023-12-01 00:34:57.148+00
FKID001575,12.962153,77.5958892,"Andree Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1570,SCOOTER,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-29 22:12:46+00,,2023-11-29 22:15:02.250717+00,FKDEV00297,FKUSR00296,8.0,Ashok Nagar,True,"BTP101 - Blood Bank Circle, KH Road",,,FKN00GL1570,SCOOTER,rejected,2023-12-01 00:35:04.939+00
FKID001576,12.9624449,77.5898811,"Mission Road, M Subbaiah Circle, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1571,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 23:41:46+00,,2023-11-30 01:39:59.293764+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,BTP064 - Devanga Hostel Junction,,,FKN00GL1571,SCOOTER,approved,2023-11-30 23:45:43.604+00
FKID001577,12.9747951,77.6201487,"Murphy Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL1572,LGV,,"[""WRONG PARKING""]",[112],2024-03-14 02:50:46+00,,2024-03-15 05:05:44.455404+00,FKDEV00361,FKUSR00357,17.0,Halasur,True,No Junction,,2024-04-01 23:13:59.471717+00,FKN00GL1572,LGV,approved,2024-04-11 01:56:25.307+00
FKID001578,12.9975231,77.548165,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1573,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 04:22:46+00,,2024-03-15 05:05:28.91725+00,FKDEV00370,FKUSR00366,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,2024-04-01 23:13:59.462879+00,FKN00GL1573,CAR,approved,2024-04-15 01:45:32.955+00
FKID001579,12.9665427,77.5444359,"1st A Main Road, Binny Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1574,OTHERS,,"[""NO PARKING""]",[113],2023-11-29 05:30:46+00,,2023-11-29 06:03:56.520666+00,FKDEV00375,FKUSR00371,30.0,Vijayanagara,True,No Junction,,,FKN00GL1574,OTHERS,rejected,2023-11-30 23:46:02.976+00
FKID001580,12.9975101,77.5478438,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1575,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 04:21:46+00,,2024-03-15 05:05:28.046314+00,FKDEV00370,FKUSR00366,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,2024-04-01 23:13:59.458641+00,FKN00GL1575,CAR,approved,2024-04-15 01:45:43.801+00
FKID001581,12.9807754,77.5507127,"72nd Cross Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1576,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 04:41:46+00,,2024-03-15 05:06:01.519675+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,True,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,2024-04-01 23:14:57.491445+00,FKN00GL1576,MOTOR CYCLE,approved,2024-04-14 07:51:15.208+00
FKID001582,12.980977,77.6076859,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1577,SCOOTER,,"[""NO PARKING""]",[113],2023-11-19 05:40:46+00,,2023-11-19 05:55:11.421428+00,FKDEV00307,FKUSR00306,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1577,SCOOTER,approved,2023-11-20 23:30:27.814+00
FKID001583,12.980958,77.6076781,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1578,SCOOTER,,"[""NO PARKING""]",[113],2023-11-19 05:41:46+00,,2023-11-19 05:55:12.1179+00,FKDEV00307,FKUSR00306,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1578,SCOOTER,approved,2023-11-20 23:29:52.109+00
FKID001584,12.937057739734772,77.69247942820374,"Outer Ring Road, Salarpuria Sattva Premia, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1579,CAR,,"[""NO PARKING""]",[113],2023-11-29 05:07:46+00,,2023-11-29 07:09:49.00262+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,,FKN00GL1579,CAR,approved,2023-11-30 23:46:40.938+00
FKID001585,12.9734279,77.5800693,"Kempegowda Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1580,SCOOTER,,"[""NO PARKING""]",[113],2023-11-19 05:52:46+00,,2023-11-19 05:55:12.632997+00,FKDEV00128,FKUSR00128,3.0,Upparpet,True,BTP038 - Mysore Bank Junction,,,FKN00GL1580,SCOOTER,rejected,2023-11-20 23:28:08.95+00
FKID001586,12.9779417,77.5775567,"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1581,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-17 08:16:46+00,,2023-11-17 08:28:12.535355+00,FKDEV00267,FKUSR00266,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL1581,MOTOR CYCLE,approved,2023-11-17 19:59:38.386+00
FKID001587,12.8705222,77.6559433,"Hosa Road, Navami Funique, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL1582,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 04:36:46+00,,2024-03-15 05:07:47.998898+00,FKDEV00377,FKUSR00373,38.0,Electronic City,True,No Junction,,2024-04-01 23:15:53.687214+00,FKN00GL1583,SCOOTER,approved,2024-04-15 01:49:00.68+00
FKID001588,12.9966217,77.6119983,"Coles Road, Veeranna Garden, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1584,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-29 22:10:46+00,,2023-11-29 22:38:03.89251+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1584,MOTOR CYCLE,rejected,2023-11-30 23:47:32.43+00
FKID001589,12.9762068,77.5473711,"G Narayana Kumar Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1585,LGV,,"[""WRONG PARKING""]",[112],2024-03-15 05:04:46+00,,2024-03-15 05:09:13.355553+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,True,BTP069 - MC Circle,,2024-04-01 23:16:46.826204+00,FKN00GL1585,LGV,approved,2024-04-15 02:11:38.962+00
FKID001590,12.9965665,77.6122698,"Coles Road, Veeranna Garden, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1586,VAN,,"[""WRONG PARKING""]",[112],2023-11-29 22:19:46+00,,2023-11-29 22:38:06.160113+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1586,VAN,rejected,2023-11-30 23:47:50.578+00
FKID001591,12.9967417,77.611665,"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1587,CAR,,"[""WRONG PARKING""]",[112],2023-11-29 22:10:46+00,,2023-11-29 22:37:59.411654+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1587,CAR,rejected,2023-11-30 23:47:44.042+00
FKID001592,13.0312452,77.5350215,"4th Main Road, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL1588,LGV,,"[""WRONG PARKING""]",[112],2024-03-13 20:20:46+00,,2024-03-15 05:10:30.615492+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,2024-04-01 23:17:31.610675+00,FKN00GL1588,LGV,approved,2024-04-05 04:26:01.123+00
FKID001593,12.99645,77.6122833,"Coles Road, Veeranna Garden, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1589,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-29 22:11:46+00,,2023-11-29 22:38:04.856533+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1589,PASSENGER AUTO,rejected,2023-11-30 23:47:52.388+00
FKID001594,12.9966383,77.6119217,"Coles Road, Veeranna Garden, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1590,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-29 22:10:46+00,,2023-11-29 22:38:02.447248+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1590,PASSENGER AUTO,rejected,2023-11-30 23:47:45.87+00
FKID001595,12.9969936,77.6113078,"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1591,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 22:09:46+00,,2023-11-29 22:37:55.838622+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1591,SCOOTER,rejected,2023-11-30 23:47:48.55+00
FKID001596,12.9970249,77.6111514,"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1592,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-29 22:08:46+00,,2023-11-29 22:37:54.770829+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1592,PASSENGER AUTO,rejected,2023-11-30 23:47:54.464+00
FKID001597,12.996855,77.6114933,"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL1593,CAR,,"[""WRONG PARKING""]",[112],2023-11-29 22:09:46+00,,2023-11-29 22:37:58.240676+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL1593,CAR,rejected,2023-11-30 23:47:58.655+00
FKID001598,13.0278308,77.5356727,"Dr Rajkumar Puniya Bhoomi Road, Block 4, Goraguntepalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL1594,LGV,,"[""WRONG PARKING""]",[112],2024-03-13 20:20:46+00,,2024-03-15 05:10:29.022845+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,2024-04-01 23:17:31.607606+00,FKN00GL1594,LGV,approved,2024-04-05 05:09:01.23+00
FKID001599,13.00916,77.75888,"Whitefield Main Road, Gema, Sai Gardens, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL1595,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 01:48:46+00,,2023-11-30 20:53:29.537832+00,FKDEV00059,FKUSR00059,84.0,Mahadevapura,True,No Junction,,,FKN00GL1595,SCOOTER,approved,2023-11-30 23:48:01.182+00
FKID001600,13.0312128,77.5351428,"4th Main Road, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL1596,CAR,,"[""NO PARKING""]",[113],2024-03-13 20:20:46+00,,2024-03-15 05:10:32.160863+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,2024-04-01 23:17:31.617881+00,FKN00GL1596,CAR,approved,2024-04-05 03:51:10.487+00
FKID001601,13.0338047,77.5302902,"6th Main Road, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL1597,HGV,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-03-13 20:33:46+00,,2024-03-15 05:10:34.083639+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,2024-04-01 23:18:09.429437+00,FKN00GL1597,HGV,approved,2024-04-05 20:47:13.913+00
FKID001602,13.0337775,77.5303614,"6th Main Road, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL1598,LORRY/GOODS VEHICLE,,"[""WRONG PARKING""]",[112],2024-03-13 20:34:46+00,,2024-03-15 05:10:35.979046+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,2024-04-01 23:18:09.439412+00,FKN00GL1598,LORRY/GOODS VEHICLE,approved,2024-04-07 04:33:14.365+00
FKID001603,12.9823095,77.610612,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL1599,TEMPO,,"[""NO PARKING""]",[113],2023-11-29 06:11:46+00,,2023-11-29 06:12:53.359699+00,FKDEV00004,FKUSR00004,16.0,Shivajinagar,True,No Junction,,,FKN00GL1599,TEMPO,rejected,2023-11-30 23:48:35.121+00
FKID001604,13.008935,77.758775,"Whitefield Main Road, Gema, Sai Gardens, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL1600,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-29 01:48:46+00,,2023-11-30 20:41:46.588868+00,FKDEV00059,FKUSR00059,84.0,Mahadevapura,True,No Junction,,,FKN00GL1600,MOTOR CYCLE,approved,2023-11-30 23:49:10.613+00
FKID001605,12.9752178,77.5764717,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1601,MAXI-CAB,,"[""WRONG PARKING""]",[112],2023-11-29 06:11:46+00,,2023-11-29 06:13:36.185733+00,FKDEV00062,FKUSR00062,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL1601,MAXI-CAB,approved,2023-11-30 23:48:59.55+00
FKID001606,12.9752144,77.5764746,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1602,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 06:11:46+00,,2023-11-29 06:13:38.152317+00,FKDEV00062,FKUSR00062,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL1602,SCOOTER,approved,2023-11-30 23:49:18.135+00
FKID001607,12.978885,77.6948606,"MN Krishnarao Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL1603,CAR,,"[""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""USING BLACK FILM/OTHER MATERIALS""]","[107,106,109,108,111,112,113,133]",2024-03-15 02:18:46+00,,2024-03-15 02:21:21.05494+00,FKDEV00266,FKUSR00265,84.0,Mahadevapura,True,No Junction,,2024-04-01 20:55:14.922729+00,FKN00GL1603,CAR,approved,2024-04-14 03:22:19.947+00
FKID001608,13.056149,77.6476739,"Hennur Main Road, Atel Munishamappa Garden, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL1604,TEMPO,,"[""WRONG PARKING""]",[112],2023-11-29 22:23:46+00,,2023-11-29 22:34:57.611735+00,FKDEV00378,FKUSR00374,81.0,Hennuru,True,No Junction,,,FKN00GL1604,TEMPO,rejected,2023-11-30 23:49:51.109+00
